"class";"aa_000";"ab_000";"ac_000";"ad_000";"ae_000";"af_000";"ag_000";"ag_001";"ag_002";"ag_003";"ag_004";"ag_005";"ag_006";"ag_007";"ag_008";"ag_009";"ah_000";"ai_000";"aj_000";"ak_000";"al_000";"am_0";"an_000";"ao_000";"ap_000";"aq_000";"ar_000";"as_000";"at_000";"au_000";"av_000";"ax_000";"ay_000";"ay_001";"ay_002";"ay_003";"ay_004";"ay_005";"ay_006";"ay_007";"ay_008";"ay_009";"az_000";"az_001";"az_002";"az_003";"az_004";"az_005";"az_006";"az_007";"az_008";"az_009";"ba_000";"ba_001";"ba_002";"ba_003";"ba_004";"ba_005";"ba_006";"ba_007";"ba_008";"ba_009";"bb_000";"bc_000";"bd_000";"be_000";"bf_000";"bg_000";"bh_000";"bi_000";"bj_000";"bk_000";"bl_000";"bm_000";"bn_000";"bo_000";"bp_000";"bq_000";"br_000";"bs_000";"bt_000";"bu_000";"bv_000";"bx_000";"by_000";"bz_000";"ca_000";"cb_000";"cc_000";"cd_000";"ce_000";"cf_000";"cg_000";"ch_000";"ci_000";"cj_000";"ck_000";"cl_000";"cm_000";"cn_000";"cn_001";"cn_002";"cn_003";"cn_004";"cn_005";"cn_006";"cn_007";"cn_008";"cn_009";"co_000";"cp_000";"cq_000";"cr_000";"cs_000";"cs_001";"cs_002";"cs_003";"cs_004";"cs_005";"cs_006";"cs_007";"cs_008";"cs_009";"ct_000";"cu_000";"cv_000";"cx_000";"cy_000";"cz_000";"da_000";"db_000";"dc_000";"dd_000";"de_000";"df_000";"dg_000";"dh_000";"di_000";"dj_000";"dk_000";"dl_000";"dm_000";"dn_000";"do_000";"dp_000";"dq_000";"dr_000";"ds_000";"dt_000";"du_000";"dv_000";"dx_000";"dy_000";"dz_000";"ea_000";"eb_000";"ec_00";"ed_000";"ee_000";"ee_001";"ee_002";"ee_003";"ee_004";"ee_005";"ee_006";"ee_007";"ee_008";"ee_009";"ef_000";"eg_000"
"neg";39676;NA;2130706434;646;0;0;0;0;0;0;8882;1665784;1259490;142304;2252;0;1493912;0;0;0;0;0;2845760;2543046;320560;259510;0;0;0;0;682;232;0;0;0;0;0;90464;2277574;429830;280844;0;1374;510;1180;655832;2274368;145442;6;0;0;0;1048186;381950;154730;147362;292362;734798;319324;0;0;0;3166742;0;50;286;4;1493912;30728;167866;151768;104580;127720;NA;NA;NA;NA;NA;NA;83680;39675.62;3166742;3166742;3172970;17484;449930;71780;742460;3078712;1209600;124634;2;90;0;2605363.2;0;471081.6;0;0;0;0;0;47136;1106600;1594592;289304;29418;10060;1602;8;16;3166742;NA;3580;562;41156;376576;86404;1233192;1327324;9918;0;0;1252;808;739822;173302;0;1026;0;20;2618686;2280;262;0;0;0;0;0;0;0;0;17086;28742;12716;0;0;92084;17246;3170840;7126334;0;0;0;0;1069720;908.56;1042;493864;873788;544920;230938;348236;206346;109370;74640;173164;23446;0;0
"neg";29178;NA;0;NA;0;0;0;0;0;0;35946;1227186;450650;4722;0;0;906602;0;0;NA;0;0;1616592;1453612;326896;121036;0;0;0;0;0;0;0;0;0;0;0;10138;1278344;166806;263216;0;12156;3612;4306;6010;381760;1310650;10;0;0;0;631488;341428;193720;158066;135404;148560;105736;4102;0;0;1943738;0;320;128;106;906602;22134;210220;114970;225780;0;0;0;0;0;0;0;97520;29178.11;1943738;1943738;NA;9754;109092;NA;729680;NA;1209600;0;NA;NA;NA;1471104.96;0;242020.8;NA;NA;0;0;0;629124;881496;188636;14578;3766;900;4;NA;0;1943738;NA;5242;262;71996;109862;107014;950574;469892;3662;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1084;86;NA;NA;NA;NA;NA;NA;NA;NA;11908;34830;7022;0;0;46826;7822;1618600;284572;0;0;0;0;NA;NA;NA;258850;223486;154070;74444;149602;163478;200086;168106;316192;10190;0;0
"neg";1556;NA;132;118;0;0;0;0;0;0;228;70472;37412;4854;0;0;55828;0;0;0;0;0;124716;109312;26322;7494;0;0;0;0;224;84;0;0;0;0;0;0;46714;66252;0;0;536;320;1236;282;4104;105214;1274;0;0;0;55432;44846;8922;2714;698;162;92;100;0;0;151134;0;16;128;0;55828;1454;13868;12350;NA;NA;NA;NA;NA;NA;NA;NA;25580;1556.93;151134;151134;150816;335;0;14524;150160;112966;1209600;3408;0;16;0;90609.6;0;22135.68;0;0;0;0;0;30362;70942;9246;2188;228;0;0;0;8;151134;NA;484;60;514;6106;3996;36788;60168;4774;76;0;252;348;93248;52398;0;74;0;0;93356;210;70;0;0;0;0;0;0;0;0;958;126;58;0;0;1670;378;900;88;0;0;0;0;548050;162.98;176;24318;18646;7316;2394;13190;46634;432;30;6;0;0;0
"neg";2788;0;22;18;0;0;0;0;0;26698;124892;27158;1474;0;0;0;69058;0;0;0;17056;22826;154682;160690;41888;3772;0;0;0;0;32;10;0;0;0;0;0;0;0;31110;149112;0;1722;66;100;72;92;84698;75758;17712;2;0;58382;71896;33646;10034;4562;1594;108;0;0;0;213748;26;6;166;0;69058;1232;28632;12684;NA;NA;NA;NA;NA;NA;NA;NA;40800;2787.67;213748;213748;213306;588;30;21034;212900;180410;1209600;2572;0;16;0;137281.92;0;41607.36;0;50;0;3334;32216;31596;57280;54686;1070;40;0;0;18;22;213748;0;1848;62;56;5464;7116;35846;126654;3176;0;0;26;12;138330;66396;0;58;0;0;140414;204;222;0;0;0;0;0;0;0;0;1162;8;6;0;0;2050;370;280;64;0;0;0;0;1787680;307.46;156;43844;13818;7014;2476;14680;53778;24312;20286;14;0;0;0
"neg";45758;0;78;70;0;0;0;0;0;53530;1178052;1486090;223808;14074;794;0;1267772;0;0;0;33528;149728;2643634;2318626;2661012;294352;0;0;0;0;214;28;0;0;0;0;0;0;0;260928;2695420;0;75272;62118;70332;72930;712496;1933622;28948;630;0;0;886640;640784;373198;277368;185758;129190;97856;79958;39684;245912;5338204;1950;3000;1030;4;1267772;33808;2226604;431610;563140;645580;597580;601880;NA;NA;NA;NA;250020;45758.76;5338204;5338204;5320816;18512;34;46970;496860;2959048;1209600;94214;0;176;0;2485011.84;0;469534.08;4266;5806;0;0;74610;448374;773248;553398;743698;331614;30458;948;18;28;5338204;0;9108;1080;215798;231202;151626;2013558;315344;18450;182;0;192;38;2433060;1120560;0;6768;0;0;2546452;14326;9190;0;0;0;0;0;0;0;0;20290;9432;2064;0;0;98172;14622;2020;388;0;0;0;0;5758790;2537.58;2458;507848;426874;258762;101222;225270;667712;558694;202436;7530;0;0;0
"neg";60468;NA;2100;1620;0;0;0;0;0;0;1282;518150;2282474;928012;60688;1286;1703712;0;0;0;0;0;3406730;2996752;642306;361822;0;0;0;0;1200;1844;0;0;0;0;0;100102;1946424;610060;1135306;0;7672;3068;2798;80978;2875198;822002;168;8;0;0;1420530;869030;425276;258684;199524;445352;173496;0;0;0;4049508;0;2136;684;18;1703712;47756;406016;234652;152100;200300;216600;NA;NA;NA;NA;NA;67480;60468.15;4049508;4049508;4056046;22493;310;38602;414380;3791892;1209600;107186;2;90;0;3127049.28;0;662440.32;0;0;0;0;0;54944;737112;1717566;1132082;138550;10340;1298;1446;1480;4049508;NA;4674;602;245302;317046;281698;2666566;267576;8394;34;0;1808;3594;3137168;473858;0;25012;0;40;3154970;2122;356;0;0;0;0;0;0;0;0;24308;46132;10788;0;0;105030;23946;35980;13052;0;0;0;0;3998490;1191.36;1280;689404;482058;351408;183270;383602;435184;423456;401848;429550;12112;0;0
"neg";32306;0;798;654;0;0;0;0;0;166;218860;1140598;635152;80840;5354;0;881706;0;0;0;1616;3104;1991326;1761496;493814;177820;0;0;0;0;424;2172;0;0;0;0;0;0;28690;1448454;603826;0;2560;1090;1334;5808;98728;1899086;72168;196;0;0;904444;585988;187990;115188;76154;53540;43838;47852;29442;36534;2487272;1474;1182;2476;8;881706;24622;309204;183156;230440;251880;NA;NA;NA;NA;NA;NA;5960;32305.51;2487272;2487272;2458692;11168;58;3148;62300;2082370;1209600;64104;2;116;0;1754014.08;4.8;325447.68;20;476;0;84;20892;223418;779284;706896;279336;68730;2304;26;322;356;2487272;0;3112;302;38772;247214;293018;1464398;34122;32;0;0;652;4046;1692398;546390;0;1586;0;0;1774226;2148;480;0;0;0;6;0;0;0;0;13346;10984;2874;4271256;512294;58828;9612;10651240;1070238;2240658;20154;0;0;0;1426;1208;340428;275792;228582;142804;326624;121124;260068;377904;7644;0;0;0
"neg";173312;0;388;302;0;0;0;0;342;1311802;3337498;3271634;1558982;273040;57218;580;4183890;0;0;0;569800;780264;8832222;8687484;2542604;437302;2;0;0;0;856;1008;0;0;0;0;0;0;122532;3343956;6344608;0;13046;6194;9324;13420;75032;5431912;3091042;1157344;13782;0;3198276;3962818;1033322;454406;322470;337720;203352;234622;54498;9612;11947454;194;4386;1254;4;4183890;91996;1921792;615154;179220;220040;237420;277800;275560;267660;251680;279320;197900;173312.55;11947454;11947454;11842470;44742;82;94184;1034420;9816928;1209600;199298;0;204;0;8787715.2;0;1019224.32;278;2268;0;120272;880828;1108152;3300144;3171506;1109212;95558;20644;4780;12;22;11947454;0;14566;1956;493810;505864;438018;7766420;565918;24496;46;2;298;2130;8580406;1692078;0;1798;0;0;8906676;6476;600;0;0;0;0;0;0;0;0;56606;20642;4688;9381256;1698282;224628;36902;1248640;140576;10845794;17140;0;0;7417620;4140.18;4512;1073292;1116022;651408;413000;884758;795274;4736210;136466;4666;0;0;0
"neg";872;NA;50;30;0;0;0;0;0;0;94;4770;48962;298;0;0;25740;0;0;0;0;0;50828;45740;16822;2906;0;0;0;0;14;6;0;0;0;0;0;0;41744;10862;1518;0;1700;14;36;20;340;52002;12;0;0;0;31766;19012;2242;270;400;434;0;0;0;0;67668;2;74;164;0;25740;514;11884;4902;NA;NA;NA;NA;NA;NA;NA;NA;16600;872.89;67668;67668;73340;172;0;6620;67420;54124;1209600;1198;0;8;0;46974.72;0;5564.16;0;0;0;0;0;698;47784;5250;282;94;16;0;0;4;67668;NA;1652;26;70;1784;1132;6770;40942;1662;86;0;56;50;46462;26636;36;2;0;0;47400;64;28;0;0;0;0;0;0;0;0;348;154;32;0;0;962;202;2080;208;20384;44;0;0;0;160.02;56;7768;6422;2574;1012;7018;29330;0;0;0;0;0;0
"neg";29058;NA;852;770;0;0;0;0;0;0;2092;131864;1168636;560486;51588;7008;925988;3578;0;0;0;0;1562014;1171328;529798;325480;0;0;488;0;1414;226;0;0;0;0;0;57080;1095638;768956;0;0;6576;3302;3434;331482;1332054;244808;18;0;0;0;569610;431968;193808;139090;101578;84628;112860;288068;64;0;2092344;54;248;162;54;925988;30404;233434;292214;319960;NA;NA;NA;NA;NA;NA;NA;203200;29057.79;2092344;2092344;2078022;15033;2764;82392;876460;1921674;1209600;61458;0;52;0;1710428.16;0;209290.56;0;0;0;0;0;41164;378438;947140;514392;33090;6710;740;92;102;2092344;NA;4102;578;49302;98124;126852;1388542;242884;11092;198;0;1320;662;1692554;63100;0;132;0;24;1723768;1544;158;0;0;0;0;0;0;0;0;19212;19356;2800;0;0;35892;10292;57820;24570;0;0;0;0;355030;1184.92;1268;222390;412128;279494;137106;260576;237372;128264;76556;145242;22546;0;0
"neg";29504;NA;0;NA;0;0;0;0;0;0;33390;601198;948958;232830;2304;0;928572;0;190;0;0;0;1537926;1257036;410096;250490;0;0;0;0;0;0;0;0;0;0;0;25838;513994;945512;333336;0;3118;1328;2724;7702;1264044;539756;8;0;0;0;637846;311016;152458;110880;83396;92574;223870;206040;600;0;1948262;610;1288;1808;154;928572;34028;232014;176914;223580;1310700;1310700;1310700;1310700;1310700;1310700;1310700;183320;29504.78;1948262;1948262;NA;13226;278228;71546;735280;NA;1209600;0;NA;NA;NA;1677356.16;0;137347.2;NA;NA;0;0;152;296250;711768;735834;64390;8180;1998;108;NA;0;1948262;NA;2654;230;56598;56146;87692;1367660;239496;8174;30;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1262;92;0;0;0;0;0;0;0;0;20150;29688;5594;0;0;67240;14038;1822920;368970;0;0;0;0;1353710;NA;NA;146912;347292;254880;124288;253294;297386;216832;103240;70206;4350;0;0
"neg";352;0;2130706436;28;0;0;0;0;0;1202;25694;5170;3264;0;0;0;5620;0;0;0;2928;5494;28266;26772;12222;984;0;0;0;0;22;54;0;0;0;0;0;0;0;1422;33908;0;164;384;720;114;44;648;27968;5106;182;0;21316;7488;2682;1626;752;422;624;134;54;232;43476;2;0;2;0;5620;434;2932;9164;NA;NA;NA;NA;NA;NA;NA;NA;11780;352.46;43476;43476;46236;137;0;4158;42900;35458;1209600;1284;2;16;0;21864.96;1726.08;10627.2;0;28;0;72;25978;5154;3090;518;502;14;2;0;0;4;43476;0;1358;26;414;322;694;9774;19616;3072;54;0;52;138;22960;5790;0;12;0;0;22960;104;80;100;1734;0;0;0;0;0;0;662;0;0;16134;2276;570;132;10040;1012;47206;4;0;0;0;1.36;100;13830;7524;1608;484;778;978;1460;8668;0;0;0;0
"neg";42364;NA;398;368;0;0;0;0;0;0;358;281056;1728414;564032;22988;72;1099990;0;0;0;0;0;2339712;2053060;424930;242378;0;0;0;0;886;194;0;0;0;0;0;224980;1864868;505812;1260;0;3150;1098;1246;108034;1917132;566198;62;0;0;0;673472;717842;299836;209478;160754;134010;209098;192430;0;0;2765106;74;34;420;14;1099990;27796;280652;143362;161740;214880;NA;NA;NA;NA;NA;NA;44020;42363.86;2765106;2765106;2769584;18485;2694;31594;339980;2596920;1209600;66926;2;48;0;2330418.24;0;263739.84;0;0;0;0;0;41902;802986;1274634;449884;22758;4442;314;2;6;2765106;NA;4222;368;49336;131858;93406;1925724;378696;13146;162;2;486;518;2223820;258978;0;106;0;0;2345940;1558;76;0;0;0;0;0;0;0;0;16314;22630;4742;0;0;38878;10886;325920;88624;57286;3410;0;0;12363900;787.34;830;274644;413694;336902;178666;368462;483052;285612;103386;138636;13866;0;0
"neg";100618;NA;452;436;0;0;0;0;0;0;420;875092;3936736;1808304;68928;0;2741946;0;0;0;0;0;6405608;5557682;1535788;713462;0;0;0;0;1706;448;0;0;0;0;0;259866;3020960;3407636;1018;0;5164;1850;3228;315434;5285580;1077536;686;2;0;0;2491350;1353668;656512;525738;452228;775230;434754;0;0;0;7942292;0;348;230;50;2741946;75808;978168;554098;240780;286280;230440;190580;198460;220780;NA;NA;157200;100618.09;7942292;7942292;7939764;42509;418098;60532;671880;6689480;1209600;196286;2;116;0;5372289.6;0;1311723.84;0;0;0;0;0;57722;1582214;3173738;1704224;149312;18946;3324;296;304;7942292;NA;11870;1284;232976;715502;333990;2482682;2819834;90928;414;0;796;1356;1850374;348092;0;1640;0;20;5450768;4658;1884;0;0;0;0;0;0;0;0;43058;96566;29314;0;0;160814;28088;28689100;6320972;0;0;0;0;40105110;2716.42;2798;1367952;1174896;579460;281670;572368;489046;505464;444728;1186832;87064;0;0
"neg";59770;NA;2130706440;2022;0;0;0;0;0;0;30932;321352;1791764;2181072;234606;29790;1960650;0;0;0;0;0;4034760;3444336;829612;501858;0;0;31668;0;10026;970;0;0;0;0;0;424;410690;3984922;193480;0;3094;1670;3104;80624;3239598;1261198;228;0;0;0;1388098;1180006;519564;377326;263620;197328;226386;437050;138;0;4865216;28;36;72;26;1960650;58194;385252;438954;195620;193000;196900;231240;NA;NA;NA;NA;2080;59770.99;4865216;4865216;4863340;31211;4862;117198;16080;4589516;1209600;140854;2;76;0;3917168.64;0;667767.36;0;0;0;0;900;62992;684476;1657930;1980312;182574;18182;2150;144;210;4865216;NA;7676;956;122624;440806;251924;3141150;594396;29792;192;0;5216;1898;3717936;7448;0;852;0;26;3953490;4808;536;0;0;0;0;0;0;0;0;32816;39190;12124;0;0;123598;18900;19213500;2020812;0;0;0;0;0;1890.48;2178;700780;1166224;730072;356184;668474;466138;261154;139462;91884;9144;0;0
"neg";408;NA;22;16;0;0;0;0;0;0;2034;25938;9648;0;0;0;17316;0;0;0;0;0;38306;28702;31504;2860;0;0;0;0;28;46;0;0;0;0;0;0;0;10108;27512;0;1246;354;582;1452;1472;32514;0;0;0;0;19838;11948;4530;562;126;58;282;276;0;0;69882;4;10;0;0;17316;668;21444;9842;NA;NA;NA;NA;NA;NA;NA;NA;30860;408.88;69882;69882;67836;144;0;6512;69020;37620;1209600;1094;2;16;0;23488.32;4189.44;8857.92;31232;NA;0;0;0;20078;14842;2618;82;0;0;0;12;18;69882;NA;1116;28;478;1076;6828;27454;640;0;0;0;32;124;23114;2782;0;0;0;0;24566;90;84;0;4224;0;0;0;0;0;0;670;80;10;0;0;420;82;100;10;0;0;0;0;0;0;0;14580;6070;1152;530;1380;3116;6624;4152;16;0;0;0
"neg";29854;NA;0;NA;0;0;0;0;0;0;936;282358;1579036;262192;1098;0;1062054;0;60;0;0;0;1827118;1559730;441328;223670;0;0;0;0;0;0;0;0;0;0;0;14230;1265956;602482;242952;0;3094;1156;2116;4976;853184;1261068;20;6;0;0;956574;245088;153394;126826;185438;306132;151444;724;0;0;2268908;0;80;50;98;1062054;36022;255714;182482;278500;NA;NA;NA;NA;NA;NA;NA;158020;29854.3;2268908;2268908;2242962;12467;256368;102106;1054900;2125620;1209600;0;NA;NA;NA;1931873.28;0;187427.52;NA;NA;0;0;0;77596;925144;1028468;80440;11242;2596;134;NA;0;2268908;NA;3182;322;33588;97394;74024;1620136;290774;6146;54;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1204;108;0;0;0;0;0;0;0;0;20826;30260;5742;0;0;87852;9912;3976000;475862;0;0;0;0;0;NA;NA;199890;475938;430718;239786;525218;229258;24408;392;12;0;0;0
"neg";38860;NA;2130706446;328;0;0;0;0;0;0;108;125936;1862846;597142;36550;902;1219692;5300;46;0;0;0;2355184;1990912;521932;311612;0;0;354;0;2168;304;0;0;0;0;0;358914;948834;515948;799788;0;3834;2968;3942;5098;45874;2560780;988;0;0;0;794506;593902;201714;166718;141486;130904;220696;368654;4904;0;2877472;56;836;370;26;1219692;37116;253518;265248;187760;229140;NA;NA;NA;NA;NA;NA;100300;38860.09;2877472;2877472;2846352;20378;7936;41814;453300;2623484;1209600;76196;2;50;0;2253653.76;49.92;368079.36;52;936;0;0;0;12316;695004;1567762;327450;17012;3786;154;0;6;2877472;NA;3436;418;38284;241806;87586;1160832;1062968;27848;302;4;560;788;2180872;195138;0;5852;0;8;2274692;2078;420;0;0;0;50;0;0;0;0;26280;30270;13314;0;0;57288;10134;7434000;809294;0;0;0;0;1844320;949.16;998;387318;470066;373202;178304;354702;376642;235856;114272;130994;2128;0;0
"neg";40584;NA;288;212;0;0;0;0;0;0;1268;310244;2173168;487558;30918;1840;1414668;0;0;0;0;0;2565296;2146888;770588;316560;0;0;0;0;1090;236;0;0;0;0;0;51886;2366282;320560;266268;0;3710;1154;2098;258028;2058680;681312;14;0;0;0;1598072;368438;208992;167082;147204;136786;136032;241892;498;0;3336762;288;88;1894;26;1414668;48258;426114;340454;269740;304680;NA;NA;NA;NA;NA;NA;186740;40584.4;3336762;3336762;3309304;17075;6194;84864;907480;3004996;1209600;68792;0;142;0;2494952.64;28409.28;478053.12;0;0;0;0;0;368;1011738;1626090;340076;22122;4434;168;6;12;3336762;NA;6512;766;40198;275932;172362;1967830;524282;16770;344;0;422;1014;2348966;207064;18;8900;0;0;2534896;2372;338;0;0;110;28486;0;0;0;0;27816;21914;5214;0;0;100408;12742;536640;81258;0;0;0;0;584400;1726.04;1926;532770;614494;374756;202094;494622;455878;219298;85392;25692;0;0;0
"pos";1030748;NA;0;NA;0;0;0;0;0;1166;426436;10206430;35328790;10235250;80860;0;27378684;197230;26224;NA;7182;10712;48573230;39379230;16096316;7897226;0;0;0;0;0;0;0;0;0;0;0;2902668;29583258;18928412;4864594;0;131188;93582;163978;329362;25137012;30336006;87380;374;38;12;17929380;8725548;5318534;4348482;3507634;3239412;4028354;7415544;1728054;37990;64685892;2528;916;1812;1094;27378684;982516;6345264;9702384;131060;169320;224020;192940;213320;139820;227540;164160;38780;1030747.63;64685892;64685892;58094252;454759;1635972;NA;447500;56278932;1209600;0;NA;NA;NA;51293670.72;0;4919392.32;0;0;0;0;101770;3440326;23300378;26040392;3056190;282388;56336;1152;NA;0;64685892;NA;37416;9518;2375484;2177844;7497888;41881146;2260696;38938;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;19332;504;0;0;0;0;0;0;0;0;617222;519614;94536;0;0;1191444;220410;33259700;7750292;0;0;0;0;0;15133.84;17968;5146330;8495738;6337370;2902266;5301346;4277172;4443636;4469102;13481250;1424722;0;0
"neg";1218;NA;30;18;0;0;0;0;4614;2848;38230;33502;3010;0;0;0;34030;0;0;0;6934;11764;71174;66152;53034;5672;10;0;0;0;82;52;0;0;0;0;0;0;0;59160;23044;0;1328;142;418;1752;1120;77442;2;0;0;0;23766;32506;21726;2674;680;198;150;420;80;4;131218;24;4;84;0;34030;838;36698;15804;1310700;1310700;1310700;1310700;1310700;1310700;1310700;1310700;52340;1218.03;131218;131218;133278;371;0;12690;130580;82204;1209600;1830;0;12;0;61354.56;0;19793.28;NA;NA;3784;3432;31630;34096;8196;1016;50;0;0;0;6;32;131218;NA;1138;24;1654;2002;5800;70868;718;0;0;0;42;152;61352;28670;0;0;0;0;62856;238;176;0;0;0;0;0;0;0;0;834;260;50;0;0;1366;212;0;0;0;0;0;0;218060;NA;NA;21590;9882;4496;1376;3336;3960;4276;33156;132;0;0;0
"neg";28680;NA;666;572;0;0;0;0;0;0;4714;58062;1279750;666498;51440;3038;1010602;0;0;0;0;0;1739644;1440150;520276;237514;0;0;0;0;1432;254;0;0;0;0;0;46422;416658;1122466;477956;0;2332;3050;6078;204052;1636250;211728;12;0;0;0;686830;484004;161842;118392;100068;94420;155226;262626;94;0;2260426;58;44;532;10;1010602;34546;235636;280994;281140;NA;NA;NA;NA;NA;NA;NA;233040;28679.8;2260426;2260426;2244922;14839;2750;100364;1044640;2063502;1209600;69500;0;104;0;1683007.68;0;378932.16;0;0;0;0;0;21482;272998;1350864;398740;15754;3412;252;432;442;2260426;NA;3698;378;11218;176786;94466;1212604;549164;14880;308;0;960;864;1593212;87490;40;4;0;0;1710856;1676;230;0;0;0;0;0;0;0;0;20968;18464;4144;0;0;43502;8918;196580;33920;0;0;0;0;0;960.18;1032;397288;378358;254820;125124;271252;261886;190940;101694;81104;1036;0;0
"neg";161738;NA;2130706446;470;0;0;0;0;0;0;4716;1426992;4261750;2614282;242040;16378;3771408;2060;0;0;0;0;7689924;6704064;1194620;808038;0;0;1620;0;2256;364;0;0;0;0;0;0;808928;7061504;695726;0;4864;1138;1798;38610;4428436;4035060;56252;0;0;0;2058112;2007706;798186;783948;622044;492558;615364;1181702;6538;0;8886064;19346;21988;1886;20;3771408;84114;497274;692184;157920;144460;149300;149080;175080;141760;204920;NA;54900;161738.47;8886064;8886064;8848244;69281;6856;27786;402080;8566158;1209600;182956;2;106;0;7441657.92;0;1117785.6;0;0;0;0;0;303224;2575404;3576896;1888280;187090;34572;692;2492;2504;8886064;NA;13302;1738;173680;668790;337336;3721724;3622644;26740;204;0;668;900;7463570;2121202;0;2674;0;26;7544428;6676;644;0;0;0;0;0;0;0;0;49924;72876;20808;0;0;275682;35310;11107580;1143674;0;0;0;0;7959410;3426.12;3700;1177258;964970;633168;253056;548610;668806;615330;669046;2665956;369958;0;0
"neg";98328;NA;NA;NA;NA;NA;0;0;1342;443746;3380392;1918722;99632;420;0;0;2181916;0;122;NA;286952;464150;4765086;4617154;1345262;356750;NA;0;0;0;NA;NA;0;0;0;0;0;0;0;1325364;4518890;0;4480;2014;3378;6298;148740;5679338;6;0;0;0;1027354;1911722;2030026;524932;166334;82472;50238;50906;270;0;6397738;NA;NA;NA;NA;2181916;60022;660976;682842;247040;242280;225660;260000;279140;0;0;0;80640;98328.29;6397738;6397738;NA;29171;NA;NA;341960;NA;NA;NA;NA;NA;NA;4913901.12;0;930854.4;NA;NA;0;113994;1723886;3463986;482956;46762;10258;2340;72;0;NA;NA;6397738;NA;4176;578;393390;372450;312226;4722198;39236;0;0;0;126;288;4421258;2950298;0;3304;0;0;4493926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;960390;580300;321770;175144;639730;759792;2077952;328710;466;0;NA;NA
"neg";21690;NA;0;0;0;0;0;0;0;8968;926772;1069602;255952;120302;90178;30248;949824;0;0;0;22556;44762;2157680;1920328;391924;228830;0;0;1240;0;0;0;0;0;0;0;0;0;0;119766;2382256;0;1212;1670;2434;7406;2424970;64330;0;0;0;0;765082;1238950;302506;84844;41242;25630;17738;14114;6358;5558;2572406;0;0;0;0;949824;31714;133012;257914;177940;191520;NA;NA;NA;NA;NA;NA;19060;21690.09;2572406;2572406;2572078;10022;0;12988;150080;2502022;1209600;0;0;0;0;1431194.88;530960.64;537388.8;46;144;0;78;226040;1341468;620170;288194;23976;1946;150;0;0;0;2572406;NA;2458;222;570336;340596;1537634;49594;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14296;0;0;0;0;0;0;0;0;168;0;0;0;0;523.74;712;1092948;375844;347594;172848;175974;83906;61252;189094;2562;0;0;0
"neg";50426;NA;262;256;0;0;0;0;0;0;46428;1240494;1386624;440618;27824;110;1458048;0;140;0;444;1244;2874182;2559588;544816;260074;0;0;0;0;330;82;0;0;0;0;0;11534;953816;1751924;424820;0;2516;1420;1814;100476;2103726;931190;952;0;0;0;892052;970810;283684;185464;135112;101128;123630;328422;119006;2784;3420156;1160;3530;694;44;1458048;35120;333814;206756;155960;255980;NA;NA;NA;NA;NA;NA;125320;50425.62;3420156;3420156;3428056;21931;4650;95584;992900;3142110;1209600;103020;0;64;0;2808268.8;0;331230.72;0;0;0;0;4706;439450;1344096;1131202;207466;11750;3218;206;38;62;3420156;NA;4886;608;38926;142154;97044;1969230;855606;33460;178;0;362;234;2561646;621512;0;420;0;26;2827192;2054;172;0;0;0;0;0;0;0;0;18542;35082;7626;0;0;91584;17194;437840;78488;2456864;9410;0;0;1777240;1178.9;1430;352682;495240;380112;204250;457126;739932;297566;105412;108584;1190;0;0
"neg";20;NA;50;46;0;0;0;0;0;0;2656;5492;1534;0;0;0;3628;0;0;0;290;1858;11336;7566;13400;1100;0;0;0;0;68;70;0;0;0;0;0;0;0;0;9682;0;96;48;34;34;2858;6612;0;0;0;0;7750;1062;222;98;12;8;98;432;0;0;25066;0;0;4;0;3628;260;9736;3592;NA;NA;NA;NA;NA;NA;NA;NA;13100;19.33;25066;25066;25832;33;0;2304;24740;9682;1209600;634;2;4;0;4282.56;40.32;4391.04;0;34;0;0;1322;5028;2356;976;0;0;0;0;0;4;25066;NA;1100;18;24;268;588;7220;464;0;0;0;40;236;4908;12;0;2;0;0;4998;98;96;0;0;30;270;0;0;0;0;270;0;0;340;40;158;64;8140;820;13816;10;0;0;0;70.44;80;5748;3510;286;104;34;0;0;0;0;0;0;0
